"rules","support","confidence","lift","count"
"{iMac} => {HP Laptop}",0.0755465175394001,0.294958316792378,1.51959929054638,743
"{HP Laptop} => {iMac}",0.0755465175394001,0.389209009952855,1.51959929054638,743
"{iMac} => {CYBERPOWER Gamer Desktop}",0.0567361464158617,0.221516474791584,1.20431980628813,558
"{CYBERPOWER Gamer Desktop} => {iMac}",0.0567361464158617,0.308457711442786,1.20431980628813,558
"{iMac} => {Apple Earpods}",0.040264361972547,0.157205240174672,0.901523928348632,396
"{Apple Earpods} => {iMac}",0.040264361972547,0.230903790087464,0.901523928348632,396
"{iMac} => {Apple MacBook Air}",0.0284697508896797,0.111155220325526,0.714517380327809,280
"{Apple MacBook Air} => {iMac}",0.0284697508896797,0.183006535947712,0.714517380327809,280
"{iMac} => {Lenovo Desktop Computer}",0.0587697000508388,0.229456133386264,1.54993205484472,578
"{Lenovo Desktop Computer} => {iMac}",0.0587697000508388,0.396978021978022,1.54993205484472,578
"{iMac} => {Dell Desktop}",0.0546009150991357,0.21317983326717,1.59076150241473,537
"{Dell Desktop} => {iMac}",0.0546009150991357,0.407435508345979,1.59076150241473,537
"{iMac} => {Apple MacBook Pro}",0.0344687341128622,0.134577213179833,1.21763283498037,339
"{Apple MacBook Pro} => {iMac}",0.0344687341128622,0.311867525298988,1.21763283498037,339
"{iMac} => {ViewSonic Monitor}",0.0494153533299441,0.192933703850734,1.74885067038892,486
"{ViewSonic Monitor} => {iMac}",0.0494153533299441,0.447926267281106,1.74885067038892,486
"{iMac} => {Acer Desktop}",0.0364006100660905,0.14211988884478,1.39495918841158,358
"{Acer Desktop} => {iMac}",0.0364006100660905,0.357285429141717,1.39495918841159,358
"{Microsoft Wireless Desktop Keyboard and Mouse} => {iMac}",0.0246059989832232,0.249742002063983,0.975074470146597,242
"{iMac} => {Samsung Monitor}",0.0309100152516523,0.120682810639143,1.26133415795533,304
"{Samsung Monitor} => {iMac}",0.0309100152516523,0.323060573857598,1.26133415795533,304
"{iMac} => {3-Button Mouse}",0.0333502796136248,0.130210400952759,1.46356490670901,328
"{3-Button Mouse} => {iMac}",0.0333502796136248,0.374857142857143,1.46356490670901,328
"{iMac} => {Acer Aspire}",0.0307066598881546,0.119888844779674,1.44853413809349,302
"{Acer Aspire} => {iMac}",0.0307066598881546,0.371007371007371,1.44853413809349,302
"{iMac} => {Backlit LED Gaming Keyboard}",0.02755465175394,0.10758237395792,1.34786324570209,271
"{Backlit LED Gaming Keyboard} => {iMac}",0.02755465175394,0.345222929936306,1.34786324570209,271
"{Dell Laptop} => {iMac}",0.0249110320284698,0.315721649484536,1.23268059653847,245
"{iMac} => {HP Monitor}",0.026842907981698,0.104803493449782,1.44970795791646,264
"{HP Monitor} => {iMac}",0.026842907981698,0.371308016877637,1.44970795791646,264
"{iMac} => {Apple Magic Keyboard}",0.0323335027961362,0.126240571655419,1.76110074075325,318
"{Apple Magic Keyboard} => {iMac}",0.0323335027961362,0.451063829787234,1.76110074075325,318
"{iMac} => {Microsoft Office Home and Student 2016}",0.0310116929334011,0.121079793568877,1.82082533600902,305
"{Microsoft Office Home and Student 2016} => {iMac}",0.0310116929334011,0.466360856269113,1.82082533600902,305
"{Logitech 3-button Mouse} => {iMac}",0.0252160650737163,0.38871473354232,1.51766947375495,248
"{Apple Wireless Keyboard} => {iMac}",0.0209456024402644,0.322884012539185,1.26064480481258,206
"{Acer Monitor} => {iMac}",0.0205388917132689,0.348275862068965,1.35978289140464,202
"{Belkin Mouse Pad} => {iMac}",0.0241992882562278,0.413194444444444,1.61324627277138,238
"{LG Monitor} => {iMac}",0.0222674123029995,0.386243386243386,1.50802052548777,219
"{iMac} => {ASUS 2 Monitor}",0.0280630401626843,0.10956728860659,1.90051901842295,276
"{ASUS 2 Monitor} => {iMac}",0.0280630401626843,0.486772486772487,1.90051901842295,276
"{iMac} => {ASUS Monitor}",0.0276563294356889,0.107979356887654,1.94858160548638,272
"{ASUS Monitor} => {iMac}",0.0276563294356889,0.499082568807339,1.94858160548638,272
"{ASUS Chromebook} => {iMac}",0.0213523131672598,0.406976744186047,1.5889703370662,210
"{iPad Pro} => {iMac}",0.0198271479410269,0.378640776699029,1.47833745090709,195
"{Epson Printer} => {iMac}",0.0204372140315201,0.424947145877378,1.65913266363796,201
"{HP Wireless Mouse} => {iMac}",0.0177935943060498,0.408878504672897,1.59639543209922,175
"{AOC Monitor} => {iMac}",0.0171835282155567,0.408212560386473,1.59379536776537,169
"{Computer Game} => {iMac}",0.0165734621250635,0.394673123486683,1.54093297717012,163
"{Intel Desktop} => {iMac}",0.0164717844433147,0.415384615384615,1.62179741655724,162
"{Wireless Portable Mouse} => {iMac}",0.0128113879003559,0.333333333333333,1.30144237131137,126
"{Slim Wireless Mouse} => {iMac}",0.0111845449923742,0.295698924731183,1.15450532938912,110
"{ASUS Desktop} => {iMac}",0.0136248093543467,0.364130434782609,1.42168432953035,134
"{HP Wireless Printer} => {iMac}",0.0137264870360956,0.36986301369863,1.44406619282494,135
"{Eluktronics Pro Gaming Laptop} => {iMac}",0.0157600406710727,0.441595441595442,1.72413305601079,155
"{iPad} => {iMac}",0.010574478901881,0.30952380952381,1.20848220193198,104
"{Dell 2 Desktop} => {iMac}",0.0118962887646162,0.357798165137615,1.39696107746266,117
"{Brother Printer} => {iMac}",0.0128113879003559,0.388888888888889,1.51834943319659,126
"{Etekcity Power Extension Cord Cable} => {iMac}",0.0118962887646162,0.387417218543046,1.51260355076255,117
"{Alienware Laptop} => {iMac}",0.0115912557193696,0.414545454545455,1.61852105813995,114
"{Logitech Keyboard} => {iMac}",0.0106761565836299,0.386029411764706,1.50718509912897,105
"{HDMI Cable 6ft} => {iMac}",0.0114895780376207,0.44140625,1.72339439013497,113
"{Panasonic In-Ear Headphone} => {iMac}",0.0107778342653787,0.43265306122449,1.68921907786537,106
"{Logitech MK550 Wireless Wave Keyboard and Mouse Combo} => {iMac}",0.0100660904931368,0.410788381742739,1.60385221692729,99
"{HP Laptop} => {CYBERPOWER Gamer Desktop}",0.0426029486527707,0.219486642221058,1.19328420466783,419
"{CYBERPOWER Gamer Desktop} => {HP Laptop}",0.0426029486527707,0.231619679380873,1.19328420466783,419
"{HP Laptop} => {Apple Earpods}",0.0327402135231317,0.168674698795181,0.967297762478485,322
"{Apple Earpods} => {HP Laptop}",0.0327402135231317,0.187755102040816,0.967297762478485,322
"{HP Laptop} => {Apple MacBook Air}",0.0240976105744789,0.124148768988999,0.798041269939091,237
"{Apple MacBook Air} => {HP Laptop}",0.0240976105744789,0.154901960784314,0.798041269939091,237
"{HP Laptop} => {Lenovo Desktop Computer}",0.0461616675139807,0.237820848611839,1.60643409759439,454
"{Lenovo Desktop Computer} => {HP Laptop}",0.0461616675139807,0.311813186813187,1.60643409759439,454
"{HP Laptop} => {Dell Desktop}",0.0449415353329944,0.231534834992142,1.72772769510449,442
"{Dell Desktop} => {HP Laptop}",0.0449415353329944,0.33535660091047,1.72772769510449,442
"{HP Laptop} => {Apple MacBook Pro}",0.0249110320284698,0.128339444735464,1.16119451607478,245
"{Apple MacBook Pro} => {HP Laptop}",0.0249110320284698,0.225390984360626,1.16119451607478,245
"{HP Laptop} => {ViewSonic Monitor}",0.0479918657854601,0.247249869041383,2.24120042582673,472
"{ViewSonic Monitor} => {HP Laptop}",0.0479918657854601,0.435023041474654,2.24120042582673,472
"{HP Laptop} => {Acer Desktop}",0.0312150482968988,0.160817181770561,1.57848002266813,307
"{Acer Desktop} => {HP Laptop}",0.0312150482968988,0.306387225548902,1.57848002266813,307
"{HP Laptop} => {Microsoft Wireless Desktop Keyboard and Mouse}",0.0231825114387392,0.119434258774227,1.21221458724925,228
"{Microsoft Wireless Desktop Keyboard and Mouse} => {HP Laptop}",0.0231825114387392,0.235294117647059,1.21221458724925,228
"{HP Laptop} => {Samsung Monitor}",0.02755465175394,0.141959140911472,1.48370685532872,271
"{Samsung Monitor} => {HP Laptop}",0.02755465175394,0.287991498405951,1.48370685532872,271
"{HP Laptop} => {3-Button Mouse}",0.0226741230299949,0.116815086432687,1.3130015715034,223
"{3-Button Mouse} => {HP Laptop}",0.0226741230299949,0.254857142857143,1.3130015715034,223
"{HP Laptop} => {Acer Aspire}",0.0290798169801729,0.149816657936092,1.81013124177084,286
"{Acer Aspire} => {HP Laptop}",0.0290798169801729,0.351351351351351,1.81013124177084,286
"{Backlit LED Gaming Keyboard} => {HP Laptop}",0.0193187595322827,0.24203821656051,1.24695959134238,190
"{Dell Laptop} => {HP Laptop}",0.0189120488052872,0.239690721649485,1.23486550415017,186
"{HP Laptop} => {HP Monitor}",0.0210472801220132,0.108433734939759,1.49992374561537,207
"{HP Monitor} => {HP Laptop}",0.0210472801220132,0.291139240506329,1.49992374561537,207
"{HP Laptop} => {Apple Magic Keyboard}",0.0288764616166751,0.148768988999476,2.07538015150333,284
"{Apple Magic Keyboard} => {HP Laptop}",0.0288764616166751,0.402836879432624,2.07538015150333,284
"{HP Laptop} => {Microsoft Office Home and Student 2016}",0.0233858668022369,0.120481927710843,1.81183449393906,230
"{Microsoft Office Home and Student 2016} => {HP Laptop}",0.0233858668022369,0.351681957186544,1.81183449393906,230
"{Logitech 3-button Mouse} => {HP Laptop}",0.0187086934417895,0.288401253918495,1.48581787966915,184
"{Apple Wireless Keyboard} => {HP Laptop}",0.0152516522623284,0.235109717868339,1.21126457581724,150
"{Acer Monitor} => {HP Laptop}",0.0164717844433147,0.279310344827586,1.43898231607088,162
"{HP Laptop} => {Belkin Mouse Pad}",0.0197254702592781,0.101623886851755,1.73519258192189,194
"{Belkin Mouse Pad} => {HP Laptop}",0.0197254702592781,0.336805555555556,1.73519258192189,194
"{HP Laptop} => {LG Monitor}",0.0216573462125064,0.111576741749607,1.93537434763207,213
"{LG Monitor} => {HP Laptop}",0.0216573462125064,0.375661375661376,1.93537434763207,213
"{ASUS 2 Monitor} => {HP Laptop}",0.0190137264870361,0.329805996472663,1.69913146951736,187
"{HP Laptop} => {ASUS Monitor}",0.0202338586680224,0.104243059193295,1.88115685718542,199
